"mean intensity","intensity sd","max intensity","min intensity","median intensity","mode intensity","intensity skewness","intensity kurtosis","volume object","volume ellipsoid","volume box","volume ball","surface area","Feret diameter","mean breadth","geodesic diameter","ball radius","semi-axis a","semi-axis b","semi-axis c","mean radius","radius sd","max radius","min radius","compactness","discrete compactness","sphericity","Euler number","geodesic elongation","semi-axes ratio a/b","semi-axes ratio a/c","semi-axes ratio b/c","object vol./ellipsoid vol. ratio","object vol./box vol. ratio","ball vol./object vol. ratio","x coordinate","y coordinate","z coordinate","semi-axis a trend","semi-axis a plunge","semi-axis b trend","semi-axis b plunge","semi-axis c trend","semi-axis c plunge"
176.455,33.989,254,127,172,128,0.35,-0.954,276635,276655.684899821,531441,235942.967181417,21140.1485333333,81.535270690918,78.694,90.333,38.333,40.438,40.429,40.414,39.996695411608,0.280841953715822,40.7678594435383,39.1533947956656,0.916099240543173,0.996164524105167,0.971212300992323,3,1.178,1,1.001,1,0.999925232334089,0.520537557320568,0.852903526963027,200.000119290762,499.999902398467,99.9998084118062,319.591724529706,3.32573213822136,229.065155046413,8.92061924295801,69.8094083754595,80.4916000741143
176.455,33.981,254,127,172,128,0.35,-0.954,276662,276683.162042968,531441,235942.967181417,20819.7430666667,81.5107345581055,81.057,90.333,38.333,40.441,40.425,40.42,39.9971959093128,0.281847575413467,40.7556615693403,39.2169606120491,0.959235627627851,0.996488949620842,0.986222940160668,1,1.178,1,1.001,1,0.999923515248227,0.520588362583993,0.852820290395562,399.999884335398,499.999967469331,100.000372295436,237.39055241861,9.84545914187187,91.1288347966606,78.2832637018023,328.502078679686,6.3758748950984
176.214,34.075,254,127,172,128,0.353,-0.954,117290,117291.493693057,226981,102160.404304535,11449.1693,60.7782859802246,60.653,67.667,29,30.386,30.367,30.367,29.9421001004028,0.261106033724367,30.4275996299177,29.2669869901753,1.03669836574039,0.995762291149142,1.01208612565545,1,1.167,1.001,1.001,1,0.999987265120342,0.516739286548213,0.871006942659522,100.256415721715,399.743584278285,99.7435842782846,225,35.2643896827547,32.2018487457373,54.0533317235239,130.676305441573,6.08583469436255
176.214,34.075,254,127,172,128,0.353,-0.954,117290,117291.493693058,226981,102160.404304535,11449.1693,60.7782859802246,60.653,67.667,29,30.386,30.367,30.367,29.9421001004028,0.261106033726258,30.4275996299177,29.2669869901753,1.03669836574039,0.995762291149142,1.01208612565545,1,1.167,1.001,1.001,1,0.999987265120338,0.516739286548213,0.871006942659522,600.256415721715,400.256415721715,99.7435842782846,315,35.2643896827547,148.685763898309,53.9540085525248,49.6552425682909,6.54761395498453
176.118,34.098,254,127,172,128,0.354,-0.954,117562,117574.247928737,226981,102160.404304535,11751.2254666667,61.1637153625488,61.431,68,29,30.41,30.41,30.372,29.9643985281993,0.278947419939587,30.6618690752395,29.129732129511,0.963245143525406,0.9953180479779,0.987595136834364,1,1.172,1,1.001,1.001,0.999895828134542,0.51793762473511,0.868991717600375,200.246814446845,400.000102073799,100.000493356697,359.985944358903,48.5662284439981,180.687516354639,41.4317241703548,90.3437705518715,0.343764364317103
176.106,34.105,254,127,172,128,0.354,-0.955,117597,117606.933301962,226981,102160.404304535,11643.0292666667,61.1310081481934,60.612,68,29,30.405,30.405,30.391,29.9685869594299,0.27331313916421,30.6024363642126,29.2709155896137,0.990938932179247,0.995474052922665,0.996970475308237,1,1.172,1,1,1,0.999915538126168,0.518091822663571,0.86873308251516,300.253850013181,399.999940474672,100.000620764135,187.18053549772,75.1714589019718,359.998614117598,14.7173111406793,90.4588152536693,1.77731981430701
176.106,34.059,254,127,172,128,0.356,-0.953,117557,117569.866260801,226981,102160.404304535,11549.6688,61.2617340087891,61.193,68.333,29,30.416,30.416,30.36,29.9661829889723,0.277851324058255,30.6919656807375,29.2417784993,1.01447364974554,0.995693553618963,1.00480145900894,1,1.178,1,1.002,1.002,0.999890564978846,0.517915596459616,0.869028678041591,400.254242622728,400,100,180,78.9933358263035,0,11.0066641736965,270,7.92973588461059e-16
176.105,34.105,254,127,172,128,0.354,-0.955,117597,117606.933301962,226981,102160.404304535,11643.0292666667,61.1310081481934,60.612,68,29,30.405,30.405,30.391,29.9685869594298,0.273313139167064,30.6024363642126,29.2709155896137,0.990938932179247,0.995474052922665,0.996970475308237,1,1.172,1,1,1,0.999915538126168,0.518091822663571,0.86873308251516,500.253850013181,400.000059525328,100.000620764135,352.81946450228,75.1714589019718,180.001385882402,14.7173111406793,89.5411847463307,1.77731981430701
175.203,34.354,254,127,171,129,0.373,-0.956,35541,35549.1824608506,68921,31864.1958424575,5216.42666666667,41.121768951416,41.27,46,19.667,20.419,20.419,20.385,19.9732551813913,0.278551709091678,20.6132285168195,19.2371914605673,1.00645031625692,0.993267131010153,1.00214549896115,1,1.169,1,1.002,1.002,0.999769827031617,0.515677369742169,0.896547532215118,100,300,99.736304549675,90,6.1249188299485e-15,180,0,270,90
175.098,34.384,254,127,171,129,0.377,-0.956,35629,35637.1612808425,68921,31864.1958424575,5311.65916666667,41.2310562133789,41.503,46.333,19.667,20.445,20.439,20.39,19.9921200868936,0.274036730160966,20.6398408938644,19.2089694645018,0.958007789211396,0.992631193935441,0.985801966275052,1,1.178,1,1.003,1.002,0.999770989592066,0.516954193932183,0.894333151153766,200.000224536192,300.000673608577,100.000617474529,142.900097291183,18.7863559769643,48.5322945838909,12.5967065143259,286.572327873615,67.0936578849423
174.989,34.409,254,127,171,129,0.378,-0.957,35713,35719.9997755078,68921,31864.1958424575,5292.98013333333,41.2795333862305,41.503,46.333,19.667,20.47,20.437,20.414,20.008339575793,0.270012055397945,20.6639783197718,19.313207915828,0.972756741479674,0.992822970916853,0.990835176432232,1,1.178,1.002,1.003,1.001,0.999804037638526,0.518172980659015,0.892229603854549,300,300,100,267.608022612132,37.7401774395655,9.72590631664409,15.1917712024229,117.450006271469,48.2435872566476
175.004,34.392,254,127,171,129,0.379,-0.956,35713,35719.9997755078,68921,31864.1958424575,5292.98013333333,41.3279571533203,41.503,46.333,19.667,20.47,20.437,20.414,20.008339575793,0.270012055397945,20.6639783197718,19.313207915828,0.972756741479674,0.992822970916853,0.990835176432232,1,1.178,1.002,1.003,1.001,0.999804037638526,0.518172980659015,0.892229603854549,500,300,100,87.608022612132,37.7401774395655,189.725906316644,15.1917712024229,297.450006271469,48.2435872566476
175.203,34.354,254,127,171,129,0.373,-0.956,35541,35549.1824608506,68921,31864.1958424575,5216.42666666667,41.121768951416,41.27,46,19.667,20.419,20.419,20.385,19.9732551813913,0.278551709091678,20.6132285168195,19.2371914605673,1.00645031625692,0.993267131010153,1.00214549896115,1,1.169,1,1.002,1.002,0.999769827031617,0.515677369742169,0.896547532215118,600,300,99.736304549675,90,6.1249188299485e-15,180,0,270,90
175.076,34.372,254,127,171,129,0.378,-0.955,35603,35611.2602384925,68921,31864.1958424575,5213.91093333333,41.3763198852539,40.956,46.333,19.667,20.463,20.443,20.354,19.9889941736414,0.278048398093522,20.6881608655772,19.2093727122985,1.01142745396378,0.993257449032711,1.00379473310719,1,1.178,1.001,1.005,1.004,0.999768044196211,0.516576950421497,0.894986260777393,400,300,100,144.482302137303,0.401032427184962,54.4823021373028,0.458320482789427,273.936784406909,89.3682813651132
172.624,34.721,254,127,167,131,0.457,-0.936,4748,4752.5125156579,9261,4188.79020478639,1374.08456666667,21.2602920532227,20.7,24.333,10,10.471,10.453,10.425,10.0143107984726,0.276942876962053,10.6324847737465,9.21652998508966,0.982728177691712,0.984509257462819,0.994209257929908,1,1.217,1.002,1.004,1.003,0.999050498942815,0.512687614728431,0.882222031336645,199.998736310025,199.996208930076,99.9966301600674,65.6178119369836,3.49765848000575,205.277722235553,85.4338381167968,335.437302582006,2.98163075842331
172.474,34.799,254,127,167,131,0.458,-0.94,4756,4760.50650237034,9261,4188.79020478639,1372.52563333333,21,21.312,24.333,10,10.478,10.465,10.424,10.0211232952319,0.27269337431558,10.6771971136691,9.43041524239569,0.989406303827472,0.984830335053421,0.996456224431866,1,1.217,1.001,1.005,1.004,0.999053356535045,0.513551452326963,0.880738058197307,299.99810765349,199.998317914214,99.9970563498738,136.543767890565,4.01464675356926,43.9390883097358,32.8739711660425,232.795165551179,56.8147695516441
172.55,34.818,254,127,167,131,0.456,-0.955,4734,4738.44383712622,9261,4188.79020478639,1338.99043333333,20.9761772155762,20.883,23.667,10,10.474,10.437,10.408,10.0037790664983,0.273756999613441,10.4899213542937,9.43194356643824,1.05578735999049,0.986059734710809,1.01826031788556,1,1.183,1.003,1.006,1.003,0.999062173726444,0.511175898931001,0.884831052975579,399.998943810731,199.998098859316,100,26.8725389916558,2.51761683399644e-15,179.709635784688,90,296.872538991656,1.29032159994538e-15
172.504,34.75,254,127,167,131,0.46,-0.94,4755,4759.748835533,9261,4188.79020478639,1377.39673333333,21.2602920532227,21.312,24.333,10,10.484,10.456,10.426,10.0204807645407,0.274070787539996,10.6832041182062,9.27223723565604,0.978534788192868,0.984520076946899,0.99279311497918,1,1.217,1.003,1.006,1.003,0.999002292831598,0.513443472627146,0.880923281763699,499.998738170347,199.994742376446,99.9966351209253,160.021856300046,9.55314277630937,255.658139045746,30.2091201722166,54.4497490724993,58.0072266336342
172.756,34.731,254,127,167,131,0.455,-0.942,4729,4732.51973945393,9261,4188.79020478639,1344.4142,21.1187114715576,21.092,24,10,10.467,10.467,10.372,9.99245307009137,0.276955203647532,10.6250135480682,9.30224982379787,1.04085858515179,0.986524705273222,1.01343813598335,1,1.2,1,1.009,1.009,0.999256265235496,0.510636000431919,0.88576659014303,99.9947134700782,199.998519771622,100.273207866357,105.260147736619,2.29236823541908,195.24507033776,0.000694288086381211,285.751173663453,87.6772326633272
172.743,34.746,254,127,167,131,0.454,-0.943,4729,4732.51973945392,9261,4188.79020478639,1344.4142,21.1187114715576,21.092,24,10,10.467,10.467,10.372,9.99245307009137,0.276955203647508,10.6250135480682,9.30224982379787,1.04085858515179,0.986524705273222,1.01343813598335,1,1.2,1,1.009,1.009,0.999256265235498,0.510636000431919,0.88576659014303,600.001480228378,199.994713470078,100.273207866357,195.260147736619,2.29236823541908,285.24507033776,0.000694288086381211,15.751173663453,87.6772326633272
167.348,33.491,253,127,158,130,0.681,-0.652,687,686.719858002376,1331,523.598775598299,360.986333333333,10.8627805709839,11.131,12.667,5,5.598,5.598,5.341,5.06777995312621,0.258963922721279,5.65073676304822,4.41571189671429,1.13473269173829,0.971859135347598,1.04303253558965,1,1.267,1,1.048,1.048,1.00040794218248,0.516153268219384,0.762152511787917,400.305676855895,100,99.9796215429403,90,86.6739263925079,0,0,270,3.32607360749208
169.126,34.246,253,127,160,141,0.647,-0.742,665,666.226024367229,1331,635.335847740204,356.539933333333,10.7703294754028,10.817,12.667,5.333,5.491,5.491,5.387,5.00184190445607,0.272288536976349,5.60561427622994,4.39552679149782,1.10349692485694,0.972578229249689,1.03337283894677,1,1.188,1,1.019,1.019,0.998159747109259,0.499624342599549,0.955392252240909,500.282706766917,100.004511278195,99.9894736842105,179.999999999906,23.2061145818273,2.0350344568599,66.7807912900119,270.343770551872,0.744789773729976
169.948,34.406,253,127,161,141,0.586,-0.845,649,651.936933404678,1331,523.598775598299,352.228666666667,10.7703294754028,11.026,12.667,5,5.452,5.404,5.397,4.95259089521153,0.301643274941026,5.59517108269159,4.1515131181679,1.09010334101819,0.970896401293384,1.02917498928389,1,1.267,1.009,1.01,1.001,0.995495065160153,0.487603305785124,0.806777774419567,200.323574730354,100.02157164869,99.9784283513097,78.9234502658317,15.55267449235,180.280859414683,35.3108887486157,329.251987718089,50.3718770592553
169.402,34.092,253,127,161,141,0.609,-0.81,665,666.226024367229,1331,635.335847740204,356.539933333333,10.7703294754028,10.817,12.667,5.333,5.491,5.491,5.387,5.00184190445607,0.272288536976367,5.60561427622994,4.39552679149782,1.10349692485694,0.972578229249689,1.03337283894677,1,1.188,1,1.019,1.019,0.998159747109259,0.499624342599549,0.955392252240909,300.282706766917,99.9954887218045,99.9894736842105,8.43556335894391e-11,23.2061145818273,177.96496554314,66.7807912900119,269.656229448128,0.744789773729976
170.392,33.957,255,127,163,147,0.607,-0.788,648,648.291950884494,1331,523.598775598299,348.4571,10.6770782470703,10.974,12.667,5,5.415,5.404,5.404,4.94962121020663,0.269245361408676,5.43896237082398,4.37327355053196,1.12241750544743,0.973623216838533,1.0392454788135,1,1.267,1.002,1.002,1,0.999549661407802,0.486851990984222,0.808022801849227,100.307098765432,99.6929012345679,100.307098765432,45,35.2643896827547,313.500028655703,2.12006941563292,220.515393990455,54.6527483946852
170.392,33.957,255,127,163,147,0.607,-0.788,648,648.291950884493,1331,523.598775598299,348.4571,10.6770782470703,10.974,12.667,5,5.415,5.404,5.404,4.94962121020663,0.269245361408695,5.43896237082398,4.37327355053196,1.12241750544743,0.973623216838533,1.0392454788135,1,1.267,1.002,1.002,1,0.999549661407804,0.486851990984222,0.808022801849227,600.307098765432,100.307098765432,100.307098765432,135,35.2643896827547,229.117539664513,5.79819505948204,327.123738247789,54.1241296048974
176.029,34.148,254,127,172,128,0.353,-0.954,204836,204844.311164906,395577,91952.3225754709,17174.3449333333,90.1886901855469,75.358,97.667,28,45.453,36.492,29.498,36.4833105303959,4.14628063271969,45.2671210233114,28.6012967105558,0.936751512430054,0.995978345307605,0.978456376076008,1,1.744,1.246,1.541,1.237,0.999959426918626,0.517815747629412,0.448907040634805,599.999087074538,600.000141576676,200.267121013884,50.3588302659012,89.9879836271945,210.000727780827,0.0112645979310179,300.000727780827,0.00418497579867367
175.929,34.18,254,127,172,128,0.355,-0.955,205280,205289.113410951,416415,105720.219465481,17346.2835,90.9065475463867,74.931,101,29.333,45.499,36.496,29.529,36.7011764484477,4.06923338256496,45.4537301382587,28.6521485581246,0.913116796222426,0.995643616369141,0.970157198536304,1.5,1.722,1.247,1.541,1.236,0.999955606944764,0.492969753731254,0.515004966219218,499.999269290725,600.00000974279,199.999152377241,299.958670526819,60.0962260856129,30.0007277808274,0.0234058395632719,119.999272229847,29.9505373475242
175.841,34.209,254,127,172,128,0.357,-0.955,145691,145699.729315677,290871,73622.1766393256,13680.942,80.1810455322266,67.683,87,26,40.45,32.478,26.493,32.5017167547644,3.63896064440195,40.2642579157258,25.4964670542023,0.937496849166578,0.99550650845839,0.978715813838027,1,1.673,1.245,1.527,1.226,0.999940086946506,0.500878396265011,0.505330985711716,600,500,199.735742084274,186.427613362336,90,330.077513011803,2.3798187428824e-14,60.0775130118033,1.75264629439715e-14
175.94,34.177,254,127,172,128,0.355,-0.955,205236,205245.490579273,421575,102160.404304535,17331.0289,90.6862716674805,75.076,97.667,29,45.49,36.496,29.529,36.7682923890766,4.02914615939251,45.4439862162729,28.7061929333113,0.91513763828909,0.995557604547588,0.970872364423394,1,1.684,1.246,1.541,1.236,0.999953759864609,0.486831524639744,0.497770392643275,400.000341070767,600.000794207644,199.998158217857,300.046435246811,44.9996847814841,209.922486988197,0.114551892755055,119.865524977945,45.0050444398655
175.718,34.242,254,127,172,128,0.359,-0.956,146076,146085.232286674,307125,76487.3521500523,13814.2823666667,80.8949966430664,67.264,90.333,26.333,40.505,32.491,26.517,32.6957115338756,3.56954125381677,40.4477229508541,25.5145892250138,0.915429962718589,0.99505932168358,0.970975729383379,1.5,1.715,1.247,1.528,1.225,0.999936802053642,0.475623931623932,0.52361340774701,499.999986308497,500.000006845751,200.000246447055,239.941874520513,60.0713960406935,329.999272219173,0.0572970209619876,60.0910653804045,29.9400339097013
175.74,34.237,254,127,172,128,0.358,-0.956,146015,146023.974689435,300495,73622.1766393256,13787.6998666667,80.7465133666992,66.686,87,26,40.473,32.502,26.517,32.7562412934784,3.52885844710328,40.4227658628155,25.6709953059869,0.919966167148772,0.995070469787338,0.972576903807104,1.5,1.673,1.245,1.526,1.226,0.999938539616838,0.485914907070001,0.504209681466463,400,500,200,240.064233943617,44.9848487049563,150.04891735877,0.00387865568257105,60.064233943617,44.9848487049563
175.947,34.174,254,127,172,128,0.355,-0.954,205175,205185.692769533,419175,102160.404304535,17321.1529,90.9065475463867,76.012,99.667,29,45.488,36.513,29.507,36.7058094402613,4.10636676960327,45.4545423102506,28.5998849357863,0.916159040483275,0.995655322171179,0.971233433045555,1,1.718,1.246,1.542,1.237,0.999947887353212,0.489473370310729,0.497918383353407,300.000019495553,600.001164859267,199.998732789082,299.966226031663,29.9257664270282,30.0007277808274,0.0246377257080149,120.058125479487,60.0713960406935
175.117,34.438,254,127,171,128,0.367,-0.957,57621,57628.2511771303,110593,28730.9120146299,7370.2845,60.1414985656738,49.567,65,19,30.441,24.493,18.474,23.7811086774639,3.15884905492577,30.2538383080341,17.6735395140731,0.937910069607967,0.99396928073738,0.978859588890347,1,1.711,1.243,1.648,1.326,0.999874173222644,0.521018509308907,0.498618767717149,600,400.050380937505,199.746203641034,180.000000000011,89.9851661230155,90,2.7622295303257e-15,360,0.0148338769845027
175.701,34.259,254,127,172,128,0.359,-0.956,146203,146211.213484657,298351,76487.3521500523,13788.1142,80.7217407226562,67.291,88.333,26.333,40.516,32.514,26.514,32.7174446176241,3.60337124502874,40.4231843119767,25.4164851179312,0.922253530523724,0.995130625338991,0.973382294144529,1,1.677,1.246,1.528,1.226,0.999943824523019,0.490036902842625,0.523158568223992,299.99955541268,499.999897402926,200.000191514538,240.000727770153,30.0001819402033,149.999272219173,0.0394318167450558,59.9418745205133,60.0427968441029
175.922,34.182,254,127,172,128,0.355,-0.955,205308,205316.125029784,399245,113097.335529233,17389.3264333333,90.7579193115234,74.585,100.333,30,45.519,36.523,29.498,36.5806836640529,4.19604557539729,45.5180841271844,28.33703052669,0.906600256727903,0.995736618231221,0.967843815417261,1,1.672,1.246,1.543,1.238,0.99996042673325,0.514240629187592,0.550866676063439,200.000599099889,600.001246907086,199.999849007345,299.936185359042,14.9555780153043,209.922486988197,0.0368227499194485,119.744881296942,75.0468644264014
176.031,34.155,254,127,172,128,0.352,-0.954,204793,204807.676847076,395241,113097.335529233,17199.9482666667,90.7083206176758,75.625,98.333,30,45.533,36.489,29.443,36.495653230405,4.24912115173412,45.3549709823439,28.6323176543942,0.932182976286845,0.995976736098915,0.976863139618087,1,1.639,1.248,1.546,1.239,0.999928338393844,0.518147155785963,0.552251959438226,100.000424819208,600.000302744723,200.003335074929,299.872821045996,0.00174263216902684,29.8728210459959,0.000746105585216809,143.0608209133,89.9981046542288
174.989,34.471,254,127,171,128,0.37,-0.959,57782,57791.0220170296,115885,25810.0725089397,7416.8763,60.5640144348145,49.997,66.333,18.333,30.448,24.509,18.51,23.9996710800159,3.06140508293771,30.2824142030386,17.5213473208348,0.925495701189243,0.993336785200521,0.974521597846336,1,1.809,1.242,1.645,1.324,0.999843885490951,0.498615006256202,0.446680151412892,499.999688484303,400.000138451421,200.000328822125,179.988790006247,60.0775125376943,269.996448234633,0.0044100561319396,359.998986254605,29.9224869843194
175.744,34.236,254,127,172,128,0.358,-0.955,145974,145981.917659644,292215,82447.9576008105,13855.1530333333,80.3865661621094,66.698,89.667,27,40.472,32.505,26.508,32.582512808142,3.66098597151808,40.2742382034312,25.3967487771655,0.906085978736324,0.995160887885432,0.967660774466315,1,1.66,1.245,1.527,1.226,0.999945762737119,0.499543144602433,0.564812621431286,200.000219217121,500.000006850535,200.00006850535,239.931417178138,15.008944393297,329.949676702063,0.171804634514394,60.5576860175306,75.0260660248667
175.836,34.221,254,127,172,128,0.354,-0.956,145668,145679.589997456,281589,82447.9576008105,13678.9694666667,80.6721725463867,67.049,87.667,27,40.518,32.5,26.427,32.5157118523788,3.72516066122415,40.3372480988156,25.6216753732048,0.937606367236576,0.995475763423918,0.978753923439328,1,1.623,1.247,1.533,1.23,0.999920441858357,0.517307139128304,0.56599910481925,99.9995949693824,500.000075514183,199.989455474092,59.9992722191726,0.00214061741571398,149.999272219173,0.00230047615724628,287.060483948579,89.9968577075343
175.031,34.452,254,127,171,128,0.369,-0.956,57727,57736.2411630839,127449,24429.0244743142,7439.1418,60.4069519042969,50.2,63,18,30.469,24.507,18.481,24.0663762084286,3.02469923154228,30.2993312623113,17.6917727414601,0.915465198249644,0.993005272340728,0.970988187065528,1,1.75,1.243,1.649,1.326,0.999839941726415,0.452941961098165,0.423181950808361,400,400.000588979161,200.000588979161,180,45,90,2.6711292408999e-15,360,45
174.993,34.47,254,127,171,128,0.371,-0.958,57781,57789.9960826809,115885,25810.0725089397,7416.4292,60.5640144348145,49.997,66.333,18.333,30.448,24.509,18.51,23.9991170463979,3.06135198182538,30.2821313136031,17.5213799200813,0.925631052451484,0.993336362494162,0.974569102586611,1,1.809,1.242,1.645,1.324,0.999844331488308,0.498606377011693,0.446687881984385,299.999376957824,400,200,180,29.9224869881967,270,2.09244186781777e-16,0,60.0775130118033
173.57,34.807,254,127,169,129,0.403,-0.956,17669,17672.1736113874,34317,8513.53490495305,3338.84033333333,40.1248054504395,33.322,44.333,12.667,20.462,16.503,12.526,15.9361443455867,2.07083202520921,20.2654366404437,11.6649242007863,0.948613632239917,0.990546695386187,0.982569141278226,1,1.75,1.24,1.634,1.318,0.999820417597902,0.514876008975144,0.48183456363988,600,300,199.734563359556,254.010955722925,90,29.7448812969422,6.88315067160432e-15,119.744881296942,6.70548400147965e-15
174.946,34.487,254,127,171,128,0.371,-0.957,57818,57827.6748819821,112749,28730.9120146299,7471.68043333333,60.2992553710938,49.776,67,19,30.48,24.493,18.514,23.8748376599803,3.13337479671707,30.150209140955,17.463554980762,0.906407805946649,0.993476275302341,0.967775326768472,1,1.763,1.244,1.646,1.323,0.999832694605103,0.512802774303985,0.496919852202253,199.999377356533,400.00027673043,200.000778304334,179.99999973689,15.0089136766587,89.9999996322757,3.89840483807012e-07,359.999998178481,74.9910863233413
173.671,34.758,254,127,169,128,0.403,-0.954,17655,17660.9910451134,37851,8513.53490495305,3390.70273333333,40.4474983215332,33.633,45.667,12.667,20.509,16.459,12.523,16.0244021255258,2.03844677688079,20.2237484161567,11.6619037896906,0.904312779373599,0.989261385060145,0.96702912874679,1,1.803,1.246,1.638,1.314,0.999660775258979,0.466434176111595,0.482216647122801,500,300,200,120.058125479487,60.0427968441029,29.7946172041661,0.171849621686721,299.671078272694,29.9330213060357
